job_title,employee_residence,company_location,experience_level,employment_type,salary_in_usd,salary_log1p
Product Manager,US,US,SE,FT,265200,12.4882433080258
Engineer,US,US,SE,FT,280000,12.54254845357358
Product Manager,US,US,SE,FT,158000,11.970356641102999
Research Scientist,US,US,EN,FT,155000,11.951186847493476
Data Architect,GB,GB,SE,FT,114939,11.652165532061732
Data Engineer,US,US,MI,FT,135000,11.813037464800539
Manager,US,US,SE,FT,419750,12.947416957307407
Data Analyst,ES,ES,SE,FT,45000,10.714439990727769
Research Scientist,US,US,MI,FT,260570,12.470630655822905
Software Engineer,US,US,SE,FT,183580,12.120411265974719
Machine Learning Engineer,US,US,SE,FT,240000,12.388398368982115
Machine Learning Engineer,CA,CA,SE,FT,193000,12.170450649220749
Product Manager,US,US,SE,FT,228000,12.337105293891872
Analytics Specialist,US,US,SE,FT,64160,11.069150828453848
Data Architect,US,US,SE,FT,370300,12.822071467411154
Machine Learning Engineer,US,US,SE,FT,176100,12.078812973059884
Data Governance Analyst,CA,CA,EN,FT,113400,11.638685488579059
Software Developer,US,US,EX,FT,160000,11.982935344196433
Research Engineer,US,US,EN,FT,180000,12.100717685412471
Applied Scientist,US,US,SE,FT,184300,12.124325569579169
Architect,US,US,SE,FT,144900,11.88380602959621
Associate,US,US,MI,FT,101000,11.522885696764481
Data Scientist,US,US,MI,FT,139406,11.845152991255853
Data Engineer,US,US,SE,FT,128092,11.760511841583
Research Scientist,US,US,SE,FT,112500,11.630717389475995
Engineer,US,US,SE,FT,201100,12.211562548398803
Software Developer,DE,DE,MI,FT,94604,11.457465607765862
Data Scientist,US,US,MI,FT,154000,11.944714374881176
Applied Scientist,US,US,SE,FT,180000,12.100717685412471
Data Analyst,US,US,MI,FT,103800,11.550230883578887
Business Intelligence Analyst,US,US,MI,FT,97000,11.48247656671073
Data Engineer,US,US,SE,FT,128250,11.761744560273572
Software Engineer,US,US,SE,FT,147000,11.898194668458823
Product Manager,US,US,MI,FT,171814,12.054173595547466
Account Executive,GB,GB,EX,FT,183544,12.120215148020035
Data Engineer,US,US,MI,FT,311779,12.650053089866672
AI Architect,US,US,SE,FT,196800,12.189948344888194
Solutions Architect,US,US,SE,FT,139700,11.847259703415569
Data Analyst,US,US,EN,FT,69500,11.149096419938578
Analyst,US,US,EN,FT,60927,11.017448118151037
Machine Learning Engineer,ES,ES,SE,FT,119444,11.690611293359655
Machine Learning Engineer,US,US,SE,FT,146600,11.895469889693825
Machine Learning Engineer,US,US,SE,FT,222480,12.312596983683793
Data Scientist,US,US,SE,FT,142000,11.863589378812122
Head of Data,US,US,EX,FT,270000,12.506180941677357
Analytics Engineering Manager,GB,GB,SE,FT,399880,12.898922281828215
Engineer,US,US,MI,FT,147000,11.898194668458823
Data Scientist,US,US,EX,FT,220000,12.301387370778713
Engineer,US,US,SE,FT,207200,12.241444615610645
Data Manager,US,US,MI,FT,46000,10.736418414365376
Data Analyst,US,US,EN,FT,207811,12.244389103814378
Data Engineer,US,US,SE,FT,152650,11.935909549075074
Lead Analyst,US,US,SE,FT,170000,12.04355959836804
Data Analyst,US,US,EN,FT,89250,11.399207904060908
Research Scientist,DE,DE,SE,FT,350000,12.765691290604371
Associate,CA,CA,MI,FT,217857,12.291598753386825
Data Engineer,US,US,SE,FT,200700,12.209571517333053
Data Scientist,US,US,SE,FT,116377,11.664598792979648
Data Engineer,US,US,SE,FT,201500,12.213549623135716
Engineer,US,US,SE,FT,148420,11.907808109137864
Research Scientist,US,US,SE,FT,175000,12.07254696717504
Research Engineer,US,US,MI,FT,79900,11.288543647320601
Data Architect,CA,CA,SE,FT,107730,11.587392658310579
Data Architect,US,US,SE,FT,276000,12.52815976788113
Data Scientist,US,US,MI,FT,82915,11.325583326119402
Data Scientist,US,US,SE,FT,217464,12.289793197021707
AI Research Engineer,FR,FR,EN,FT,30663,10.33084460706039
Software Engineer,US,US,SE,FT,210600,12.25772062700882
Analyst,US,US,SE,FT,158600,11.974146893333247
Analytics Engineer,CA,CA,SE,FT,145000,11.884495917930655
Data Governance,US,US,SE,FT,140000,11.849404844423074
Data Analyst,US,US,EN,FT,92900,11.439289689006644
Software Engineer,US,US,MI,FT,150400,11.921060339411943
Data Manager,US,US,MI,FT,61000,11.0186455364637
ETL Developer,US,US,MI,FT,73100,11.199597325534862
Analytics Engineer,US,US,SE,FT,220000,12.301387370778713
Data Architect,US,US,SE,FT,178600,12.092909546513004
Analytics Engineer,US,US,MI,FT,140000,11.849404844423074
Data Scientist,US,US,SE,FT,215000,12.278397958261774
Research Analyst,US,US,MI,FT,90000,11.407576060361786
Software Engineer,US,US,SE,FT,246000,12.413090879946887
Solutions Architect,US,US,SE,FT,169000,12.037659911047468
Software Engineer,US,US,SE,FT,183300,12.118884889350285
Robotics Engineer,US,US,MI,FT,163696,12.005772436984824
Research Engineer,US,US,MI,FT,100000,11.51293546492023
Machine Learning Engineer,US,US,SE,FT,109480,11.603506297201317
Machine Learning Engineer,US,US,SE,FT,340000,12.73670383776449
Machine Learning Engineer,US,US,SE,FT,100100,11.513934955263402
Data Management Specialist,LT,LT,MI,FT,44842,10.710922779497595
Data Scientist,IT,PL,EX,FT,153667,11.94254971006262
Data Analyst,US,US,EN,FT,98153,11.494292952822226
Data Analyst,US,US,EN,FT,95500,11.466891997618188
Data Engineer,US,US,SE,FT,93377,11.444411050433065
Data Analyst,US,US,EN,FT,225000,12.323860125621126
Data Engineer,GB,GB,MI,FT,64752,11.07833531053482
Data Engineer,US,US,MI,FT,118800,11.685205103383671
Data Scientist,US,US,MI,FT,85700,11.358619773129229
Machine Learning Architect,US,US,SE,FT,166000,12.019749091416921
Engineer,CA,CA,SE,FT,100000,11.51293546492023
Machine Learning Engineer,US,US,SE,FT,233840,12.36239667620431
Research Engineer,US,US,SE,FT,77605,11.259400022769933
Data Analyst,MX,MX,EN,CT,16000,9.680406499268875
Data Analyst,US,US,SE,FT,159000,11.976665770490767
Machine Learning Engineer,US,US,SE,FT,189000,12.149507585033072
Software Engineer,US,US,EN,FT,150260,11.920129061032112
Software Engineer,US,US,SE,FT,244700,12.40779233605911
Machine Learning Engineer,US,US,SE,FT,175800,12.077107952499174
Engineer,US,US,EN,FT,98592,11.498755544155733
Associate,US,US,MI,FT,65000,11.082157933374816
Machine Learning Engineer,IN,IN,SE,FT,29561,10.294245031772018
Data Integration Engineer,US,US,SE,FT,122200,11.713422508992204
AI Engineer,US,US,SE,FT,210250,12.256057334066451
Data Scientist,US,US,MI,FT,168790,12.036416542187018
Research Engineer,US,US,SE,FT,214500,12.276069679344003
Data Scientist,CA,CA,SE,FT,258000,12.460718739865236
Engineer,US,US,MI,FT,78000,11.264476926102367
Data Scientist,CA,CA,SE,FT,175000,12.07254696717504
Data Engineer,US,US,MI,FT,150280,11.920262153911175
AI Specialist,US,US,SE,FT,103050,11.542979290298693
Platform Engineer,US,US,SE,FT,176000,12.07824495582233
Data Analyst,GB,GB,SE,FT,56250,10.937579097686422
Data Analyst,US,US,EN,FT,95347,11.46528863545462
Quantitative Researcher,US,US,MI,FT,180000,12.100717685412471
Research Engineer,US,US,SE,FT,120000,11.695255355062795
Data Scientist,US,US,MI,FT,212000,12.264346270624157
Data Manager,GB,GB,MI,FT,58717,10.98050160276284
Software Architect,US,US,SE,FT,300000,12.611541086966115
Machine Learning Engineer,US,US,SE,FT,243000,12.400820837540556
Manager,CA,CA,MI,FT,156000,11.957617696467539
Analytics Engineer,US,US,SE,FT,205218,12.231832980584915
Architect,US,US,SE,FT,300050,12.611707739189976
Manager,GB,GB,MI,FT,97273,11.485287017666272
Data Analysis,US,US,SE,FT,98480,11.49761891515284
Machine Learning Engineer,US,US,SE,FT,105301,11.564587691294022
Engineer,US,US,SE,FT,220000,12.301387370778713
Analytics Engineer,US,US,SE,FT,123933,11.727504444823051
Data Operations Engineer,US,US,SE,FT,289120,12.574600564591519
Data Engineer,US,US,SE,FT,190000,12.154784614286667
Research Analyst,US,US,EN,FT,43888,10.689418998189405
Data Specialist,US,US,SE,FT,54500,10.905974329106854
Analyst,US,US,SE,FT,75240,11.228451574129409
Data Lead,US,US,SE,FT,135000,11.813037464800539
Data Operations Manager,US,US,MI,FT,149200,11.913049669142206
Software Engineer,US,US,SE,FT,412937,12.9310527396085
Engineer,US,US,SE,FT,162150,11.996283278845649
Data Scientist,US,US,MI,FT,100493,11.517853303206525
Software Engineer,US,US,SE,FT,258750,12.463621488288547
Data Operations,US,US,MI,FT,43680,10.684668503929622
Manager,US,US,MI,FT,125000,11.736077016252437
Data Analyst,US,US,SE,FT,75600,11.233224789593368
Machine Learning Engineer,US,US,SE,FT,206000,12.235636302128867
Engineer,AU,AU,SE,FT,141610,11.86083914084036
Platform Engineer,US,US,EX,FT,88500,11.390769130367211
Data Scientist,US,US,MI,FT,96400,11.476271853988816
Engineer,US,US,MI,FT,156100,11.958258512632908
Engineer,US,US,EX,FT,195400,12.182809136284991
Machine Learning Engineer,US,US,SE,FT,208145,12.245995035527592
Data Governance Analyst,US,US,EN,FT,97760,11.490281003485675
Enterprise Account Executive,GB,GB,EX,FT,246835,12.416479427474664
Data Engineer,US,US,SE,FT,100000,11.51293546492023
Data Scientist,IN,IN,SE,FT,43779,10.686932371076853
Data Scientist,US,US,SE,FT,296300,12.599131108513774
Manager,US,US,SE,FT,191500,12.162648309521318
Data Manager,US,US,SE,FT,72150,11.186516424119828
Data Scientist,US,US,SE,FT,157500,11.967187086434018
Research Scientist,US,US,SE,FT,241500,12.394628892852941
Data Architect,US,US,SE,FT,123114,11.720874156901896
Manager,US,US,MI,FT,145000,11.884495917930655
Manager,US,US,MI,FT,241100,12.392971211817235
Data Analyst,US,US,SE,FT,142166,11.864757701908898
Analytics Engineer,US,US,SE,FT,288000,12.570719231334277
Full Stack Developer,US,US,MI,FT,67700,11.12285622984002
Data Analytics Manager,CA,CA,SE,FT,225000,12.323860125621126
Data Architect,US,US,SE,FT,175000,12.07254696717504
AI Architect,US,US,SE,FT,170721,12.047791781555993
Research Engineer,US,US,SE,FT,235000,12.367345048436391
Data Analyst,US,US,EN,FT,75145,11.227188166884945
Data Product Owner,US,US,SE,FT,128500,11.763691965388299
Software Engineer,CA,CA,MI,FT,148000,11.904974309480183
Data Scientist,US,US,SE,FT,142500,11.86710429621008
Data Scientist,US,US,MI,FT,60000,11.002116507732017
Data Analyst,US,US,MI,FT,71000,11.170449240431308
Head of AI,US,US,EX,FT,207000,12.240478903153711
Software Engineer,US,US,EN,FT,196000,12.185875040240456
Data Analyst,US,US,EN,FT,109262,11.601513099013726
Data Analyst,US,US,MI,FT,121800,11.710143844404854
Data Engineer,US,US,SE,FT,300000,12.611541086966115
Engineer,US,US,SE,FT,175000,12.07254696717504
Machine Learning Engineer,US,US,SE,FT,243500,12.40287632827253
Analytics Engineer,US,US,MI,FT,84000,11.338583982516495
Manager,US,US,SE,CT,150000,11.918397239722838
Research Scientist,US,US,MI,FT,162170,11.996406613063034
Data Analyst,US,US,SE,FT,134550,11.809698588308779
Analytics Lead,US,US,SE,FT,149100,11.912379207638454
Data Analyst,US,US,EN,FT,60300,11.007103966325696
Manager,US,US,SE,FT,157590,11.967758348176288
Data Scientist,CA,CA,SE,FT,224000,12.319405795112926
Engineer,US,US,SE,FT,126100,11.744838452135683
Data Engineer,US,US,EN,FT,208800,12.249136924251182
Data Analyst,US,US,EN,FT,48000,10.778977123006351
Admin & Data Analyst,US,US,MI,FT,95000,11.461642696843066
Data Operations Engineer,US,US,MI,FT,128600,11.76446986680519
Data Scientist,US,US,SE,FT,169000,12.037659911047468
AI Engineer,US,US,MI,FT,149000,11.91170829631447
Data Engineer,US,US,SE,FT,223600,12.317618492524995
Technical Lead,US,US,SE,FT,141440,11.859637947982224
Analytics Engineer,US,US,SE,FT,254524,12.447154341975397
Product Manager,CA,CA,MI,FT,110600,11.613684409620816
Analyst,GB,GB,EN,FT,49835,10.816492893418754
BI Engineer,US,US,SE,FT,97100,11.48350695288756
Manager,US,US,SE,FT,127300,11.754309639974188
Data Scientist,US,US,MI,FT,131906,11.789852407805176
DevOps Engineer,US,US,MI,FT,150000,11.918397239722838
AI Architect,US,US,SE,FT,137000,11.827743504053695
Data Scientist,US,US,SE,FT,252000,12.437188334739655
Research Scientist,US,US,SE,FT,170000,12.04355959836804
Machine Learning Engineer,US,US,SE,FT,139650,11.846901732106724
Research Engineer,US,US,SE,FT,102544,11.538057005607833
Data Scientist,US,US,SE,FT,243800,12.40410759774362
Architect,US,US,SE,FT,110000,11.608244735642321
Data Analyst,US,US,EN,PT,22000,9.99884318585288
Engineering Manager,US,US,MI,FT,133100,11.798863517502989
Data Product Manager,US,US,MI,FT,200000,12.206077645517674
Data Governance,US,US,EX,FT,145900,11.890683588496984
Engineer,US,US,SE,FT,85788,11.359646072128868
Data Scientist,US,US,MI,FT,91062,11.419306853656872
Quantitative Developer,US,US,MI,FT,100000,11.51293546492023
Business Intelligence,US,US,MI,FT,108000,11.58989576532275
Data Visualization Analyst,US,US,SE,FT,137972,11.834813292823045
Backend Engineer,US,US,SE,FT,190000,12.154784614286667
Machine Learning Engineer,US,US,EN,FT,47840,10.775638291416081
Analyst,US,US,EN,FT,163125,12.002278187308503
Data Scientist,US,US,MI,FT,200300,12.20757651415268
AI Engineer,US,US,SE,FT,120000,11.695255355062795
Software Engineer,US,US,SE,FT,259000,12.464587201678082
Data Quality Manager,US,US,SE,FT,110261,11.610614630923479
Business Intelligence,US,US,SE,FT,246000,12.413090879946887
Software Developer,US,US,MI,FT,74935,11.224389694888966
Machine Learning Researcher,US,US,MI,FT,135400,11.81599602495741
Data Analyst,ES,ES,EN,FT,30526,10.32636681689808
Data Scientist,US,US,MI,FT,75500,11.231901180182515
Data Engineer,US,US,EX,FT,113000,11.635151947212842
Data Scientist,NO,NO,SE,FT,76508,11.245163659953578
Machine Learning Engineer,US,US,SE,FT,240000,12.388398368982115
Analyst,US,US,MI,FT,168790,12.036416542187018
Machine Learning Engineer,US,US,EN,FT,115200,11.654433707761807
Business Intelligence Engineer,US,US,MI,FT,115500,11.657034466915164
Data Scientist,US,US,SE,FT,199500,12.20357452783082
Analytics Engineer,US,US,SE,FT,85500,11.356283350762888
Data Scientist,US,US,MI,FT,73000,11.19822841866684
Data Engineer,GB,GB,MI,FT,81250,11.305298407808552
Manager,US,US,MI,FT,251600,12.435599778363322
Data Specialist,US,US,MI,FT,54093,10.898478552953948
Data Engineer,US,US,MI,FT,215500,12.280720828886404
BI Engineer,US,US,SE,FT,170000,12.04355959836804
Product Manager,US,US,EX,FT,150000,11.918397239722838
Engineer,US,US,EN,FT,49300,10.805699643800724
Product Designer,US,US,SE,FT,195000,12.180759965737863
Engineer,US,US,MI,FT,81950,11.313876786660064
Prompt Engineer,US,US,SE,FT,200000,12.206077645517674
Platform Engineer,US,US,SE,FT,211650,12.262693970719386
Data Scientist,US,US,MI,FT,203000,12.220966184120165
Data Scientist,US,US,MI,FT,47586,10.770314893674692
Engineering Manager,US,US,SE,FT,530000,13.180634172318978
Applied Scientist,US,US,SE,FT,144000,11.87757552297847
Business Analyst,CA,CA,SE,FT,96000,11.472113887062386
Data Scientist,US,US,MI,FT,131200,11.784485777414298
Data Scientist,US,US,SE,FT,96700,11.47937902264955
Python Developer,DE,DE,SE,FT,84210,11.34108083302775
Machine Learning Engineer,US,US,MI,FT,172200,12.056417678159836
Encounter Data Management Professional,US,US,SE,FT,69800,11.153403615295403
Bioinformatics Scientist,US,US,SE,FT,113200,11.636920278634463
Data Analyst,US,US,EN,FT,83000,11.326607934898927
Machine Learning Engineer,US,US,MI,FT,223600,12.317618492524995
Data Analyst,US,US,EN,FT,73600,11.206413891581187
Data Engineer,CA,CA,SE,FT,90000,11.407576060361786
Data Scientist,US,US,MI,FT,130500,11.779136168550774
Data Analyst,AR,AR,EN,FT,50000,10.819798284210286
Data Analyst,US,US,SE,FT,112200,11.628047184686986
Engineering Manager,US,US,MI,FT,350000,12.765691290604371
Data Engineer,US,US,SE,FT,183552,12.120258733111761
Research Scientist,US,US,SE,FT,321000,12.679199517372098
Data Scientist,CA,CA,SE,FT,167600,12.029341433599432
Manager,US,US,MI,FT,67590,11.121230117072985
Data Analyst,US,US,EN,FT,92250,11.43226840195242
Product Manager,US,US,MI,FT,207800,12.244336169955224
AI Lead,US,US,SE,FT,222000,12.310437165348775
Data Engineer,US,US,SE,FT,179098,12.095694004560295
Data Scientist,US,US,SE,FT,151800,11.930325731537252
Research Engineer,GB,GB,SE,FT,284810,12.559581081369592
Data Scientist,US,US,SE,FT,378700,12.844502254499021
Data Scientist,US,US,SE,FT,100000,11.51293546492023
Data Engineer,US,US,MI,FT,78700,11.273411140805074
Data Scientist,US,US,SE,FT,183500,12.119975396053194
Architect,US,US,SE,FT,157500,11.967187086434018
Systems Engineer,US,US,MI,FT,87550,11.379976759693314
AI Architect,HR,US,SE,FT,180000,12.100717685412471
Data Scientist,US,US,SE,FT,157750,11.968773119527583
Data Analyst,US,US,EN,FT,154700,11.949249500664376
Data Analyst,US,US,SE,FT,147850,11.903960288869518
Software Engineer,US,US,SE,FT,167500,12.02874460037869
Data Scientist,US,US,SE,FT,131500,11.78676973513378
BI Analyst,US,US,MI,FT,110000,11.608244735642321
Engineer,US,US,MI,FT,102000,11.532737896139919
Data Analyst,US,US,SE,FT,151700,11.929666757272708
Data Scientist,IN,ID,MI,FT,53416,10.885884326344947
Software Engineer,US,US,SE,FT,134597,11.81004783724136
Research Engineer,US,US,SE,FT,145000,11.884495917930655
Full Stack Engineer,US,US,MI,FT,150000,11.918397239722838
Site Reliability Engineer,US,US,SE,FT,144200,11.8789634386217
Data Scientist,FR,FR,SE,FT,240000,12.388398368982115
Analytics Engineer,US,US,SE,FT,150550,11.922057176199344
Solutions Architect,US,US,SE,FT,170000,12.04355959836804
Data Scientist,IE,IE,SE,FT,105263,11.564226759325779
Data Engineer,CA,CA,SE,FT,162000,11.995357787034976
Cloud Database Engineer,US,US,SE,FT,220500,12.303657509006147
Data Governance Analyst,US,US,MI,FT,287000,12.567240979056246
Data Governance Lead,US,US,SE,FT,140000,11.849404844423074
Research Scientist,US,US,EN,FT,208800,12.249136924251182
Data Scientist,US,US,SE,FT,240000,12.388398368982115
Analytics Engineer,US,US,SE,FT,100000,11.51293546492023
Business Intelligence,US,US,MI,FT,207600,12.243373247217953
Data Scientist,US,US,MI,FT,147400,11.900912042974875
Data Analyst,US,US,MI,FT,86400,11.366754528799243
Data Engineer,US,US,MI,FT,196900,12.190456343334482
Data Scientist,US,US,SE,FT,82000,11.314486721293981
Engineering Manager,CA,CA,SE,FT,279000,12.53897064502647
Data Engineer,CA,CA,SE,FT,73000,11.19822841866684
Data Engineer,US,US,MI,FT,133000,11.798111925972618
Data Scientist,US,US,MI,FT,189000,12.149507585033072
Data Engineer,US,US,SE,FT,163654,12.005515832472064
Data Scientist,US,US,SE,FT,127000,11.751950239425476
Finance Data Analyst,FR,US,SE,CT,323905,12.688208629223725
Data Engineer,US,US,SE,FT,270000,12.506180941677357
Software Engineer,CA,CA,SE,FT,120000,11.695255355062795
Head of AI,US,US,EX,FT,157500,11.967187086434018
Engineer,US,US,MI,FT,134600,11.810070125585671
Engineer,US,US,EN,FT,97760,11.490281003485675
Product Manager,US,US,MI,FT,141200,11.857939686169175
Analyst,US,US,EN,FT,82500,11.320565693461432
Manager,US,US,SE,FT,313700,12.656195581932694
Data Scientist,US,US,SE,FT,183000,12.117246896289503
Manager,US,US,MI,FT,122000,11.711784520403112
AI Researcher,US,US,SE,FT,129700,11.772987080375044
Software Engineer,US,US,EX,FT,239900,12.3879816172226
Software Development Engineer,US,US,MI,FT,132000,11.790564777297387
Engineer,US,US,SE,FT,471500,13.063676501944174
Engineer,US,US,SE,FT,339250,12.734495525371473
Data Engineer,US,US,SE,FT,50000,10.819798284210286
Product Designer,US,US,SE,FT,183000,12.117246896289503
Data Scientist,US,US,SE,FT,295000,12.59473402514672
